restaurant_name,address,price_level,parking_available,review_score,restaurant_type,num_ratings,price_low,price_high,price_mid,parking_free_street_parking,parking_free_parking_lot,parking_parking,parking_paid_street_parking,parking_paid_parking_lot,parking_on_site_parking,parking_valet_parking,parking_free_parking_garage,has_free_parking,city,state,zip
Dunsmuir Lodge,"6604 Dunsmuir Ave, Dunsmuir, CA 96025",,,4.4,hotel,218,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dunsmuir,CA,96025
Lunchbox Dinners,"4330 Branstetter St, Dunsmuir, CA 96025",,,5,caterer,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dunsmuir,CA,96025
Burger Barn,"5942 Dunsmuir Ave, Dunsmuir, CA 96025",$10–20,Free parking lot|Free street parking|Parking,4.5,fast food restaurant,598,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Dunsmuir,CA,96025
Café Maddalena,"5801 Sacramento Ave, Dunsmuir, CA 96025",$50–100,,4.5,restaurant,164,50,100,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dunsmuir,CA,96025
Dunsmuir Brewery Works,"5701 Dunsmuir Ave, Dunsmuir, CA 96025",,Free street parking,4.5,brewery,448,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Dunsmuir,CA,96025
Micro-Brewery,"5701 Dunsmuir Ave, Dunsmuir, CA 96025",,,4.6,brewpub,7,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dunsmuir,CA,96025
Cornerstone,"5759 Dunsmuir Ave, Dunsmuir, CA 96025",$10–20,Free street parking|Parking,4.3,new american restaurant,254,10,20,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Dunsmuir,CA,96025
Pizza Factory,"5804 Dunsmuir Ave, Dunsmuir, CA 96025",$10–20,Free parking lot|Free street parking|Parking,4.4,pizza restaurant,375,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Dunsmuir,CA,96025
Railroad Days,"5750 Sacramento Ave, Dunsmuir, CA 96025",,,,festival,0,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dunsmuir,CA,96025
All Aboard Espresso,"5345 Dunsmuir Ave, Dunsmuir, CA 96025",$1–10,,4.4,coffee shop,75,1,10,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dunsmuir,CA,96025
Dunsmuir Supermarket,"5529 Dunsmuir Ave, Dunsmuir, CA 96025",,,4.1,supermarket,245,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dunsmuir,CA,96025
Up and Running Espresso,"4801 Dunsmuir Ave, Dunsmuir, CA 96025",$1–10,Free parking lot|Free street parking|Parking,4.8,coffee shop,13,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Dunsmuir,CA,96025
Tootsies! Irma’s Breakfast Spot,"5853 Dunsmuir Ave, Dunsmuir, CA 96025",$10–20,Free street parking|Parking,4.7,brunch restaurant,49,10,20,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Dunsmuir,CA,96025
Dunsmuir Botanical Gardens,"4841 Dunsmuir Ave, Dunsmuir, CA 96025",,,4.7,botanical garden,508,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dunsmuir,CA,96025
ChargePoint Charging Station,"4917 Dunsmuir Ave, Dunsmuir, CA 96025",,,3.2,electric vehicle charging station,6,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dunsmuir,CA,96025
YAKS on the 5,"4917 Dunsmuir Ave, Dunsmuir, CA 96025",$20–30,Free parking lot|Free street parking|Parking,4.7,hamburger restaurant,4069,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Dunsmuir,CA,96025
Cave Springs Resort,"4727 Dunsmuir Ave, Dunsmuir, CA 96025",,,4.5,resort hotel,588,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dunsmuir,CA,96025
Railroad Park RV Resort,"Dunsmuir, CA 96025",,On-site parking,4.7,rv park,73,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Dunsmuir,CA,96025
Sten’s Burger Strand,"4905 Dunsmuir Ave, Dunsmuir, CA 96025",$10–20,Free parking lot|Free street parking,4.5,hamburger restaurant,227,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Dunsmuir,CA,96025
Cobra Lily Bar & Bottle,"4118 Pine St, Dunsmuir, CA 96025",$10–20,,5,bar,32,10,20,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dunsmuir,CA,96025
Castle Crags Wilderness,"Dunsmuir, CA 96025",,,4.9,park,15,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dunsmuir,CA,96025
Subway,"395 E Vista Dr #15, Weed, CA 96094",$10–20,Free parking lot|Free street parking|Parking,3.6,sandwich shop,203,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Weed,CA,96094
Taco Bell,"200 E Vista Dr, Weed, CA 96094",$10–20,Free parking lot|Free street parking|Parking,2.8,fast food restaurant,1232,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Weed,CA,96094
McDonald's,"1925 Shastina Dr, Weed, CA 96094",$1–10,Free parking lot|Free street parking|Parking,3.4,fast food restaurant,2438,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Weed,CA,96094
Starbucks,"1855 Shastina Dr, Weed, CA 96094",$1–10,Free parking lot|Free street parking|Parking,4,coffee shop,923,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Weed,CA,96094
Wendy's,"88 E Vista Dr, Weed, CA 96094",$10–20,Free parking lot|Free street parking,2.8,fast food restaurant,84,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Weed,CA,96094
Mount Shasta Brewing Company,"360 College Ave, Weed, CA 96094",,Free parking lot|Free street parking,4.2,brewery,364,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Weed,CA,96094
PJ Fresh Marketplace,"15 Vista Dr, Weed, CA 96094",,Free parking lot|Free street parking,2.3,fast food restaurant,3,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Weed,CA,96094
El Zaguan Taqueria Weed Ca,"280 E Vista Dr, Weed, CA 96094",$10–20,Free parking lot|Free street parking|Parking,4.5,mexican restaurant,65,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Weed,CA,96094
Five Marys Burgerhouse,"11825 Main St, Fort Jones, CA 96032",$20–30,Free parking lot|Free street parking|Parking,4.5,american restaurant,554,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fort Jones,CA,96032
Maria's Restaurant and taco trailer,"11923 Main St, Fort Jones, CA 96032",$10–20,Free parking lot|Free street parking|Parking,4.8,restaurant,25,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fort Jones,CA,96032
Daves place,"Mathews St, Fort Jones, CA 96032",$10–20,Free parking lot|Free street parking,4.4,hamburger restaurant,29,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fort Jones,CA,96032
Victor's,"311 W Miner St, Yreka, CA 96097",$10–20,Free parking lot|Free street parking|Parking,4.5,mexican restaurant,54,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Pho 7 & Bar LLC,"612 S Main St, Yreka, CA 96097",,Free parking lot|Free street parking,,restaurant,0,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Maiyaj Asian Bistro,"155 S 11th St, Montague, CA 96064",$10–20,Free parking lot|Free street parking|Parking,4.6,restaurant,127,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Montague,CA,96064
Chef's Pantry,"312 S Broadway St, Yreka, CA 96097",,Free parking lot|Free street parking,4.7,restaurant,3,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Josefina’s Taqueria,"1009 S Main St B, Yreka, CA 96097",$10–20,Free parking lot|Free street parking|Parking,4.5,mexican restaurant,199,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Casa Ramos Méxican Restaurant,"100 N Main St, Yreka, CA 96097",$20–30,Free parking lot|Free street parking|Parking,4.2,mexican restaurant,762,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Ming's Chinese Restaurant,"210 W Miner St, Yreka, CA 96097",$10–20,Free parking lot|Parking,4.1,chinese restaurant,355,10,20,15,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Strings Italian Cafe,"322 W Miner St, Yreka, CA 96097",$20–30,Free parking lot|Free street parking|Parking,4.5,restaurant,636,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Esperanza's Méxican Restaurant,"219 W Miner St, Yreka, CA 96097",$$,,4.1,restaurant,81,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yreka,CA,96097
Subway,"113 E Miner St, Yreka, CA 96097",$10–20,Free parking lot|Free street parking|Parking,3.7,sandwich shop,253,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Gold Rush Burgers,"1240 S Main St, Yreka, CA 96097",$10–20,Free parking lot|Free street parking|Parking,4.2,hamburger restaurant,509,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Ricos Tacos,"113 E Miner St, Yreka, CA 96097",$10–20,Free parking lot|Free street parking,4.4,mexican restaurant,269,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Round Table Pizza,"735 S Broadway St, Yreka, CA 96097",$10–20,Free parking lot|Free street parking|Parking,3.8,pizza restaurant,608,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Misty's Wet Yer Whistle Espresso Bar,"054-186-010, 401 S Main St, Yreka, CA 96097",$1–10,Free parking lot|Free street parking|Parking,4.6,espresso bar,85,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
The Wine Bar and Bistro,"314 S Broadway St, Yreka, CA 96097",$10–20,Free parking lot|Free street parking,4.8,wine bar,77,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
El Zaguan Taqueria,"1421 S Main St, Yreka, CA 96097",$10–20,Free parking lot|Free street parking|Parking,4.4,mexican restaurant,394,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
KFC,"1293 S Main St, Yreka, CA 96097",$10–20,Free parking lot|Free street parking|Parking,3.2,chicken restaurant,758,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Natalee Thai Cuisine,"105 E Miner St, Yreka, CA 96097",$10–20,Free parking lot|Free street parking|Parking,4.5,thai restaurant,456,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Jefferson's Roadhouse,"1281 S Main St, Yreka, CA 96097",$$,Free parking lot|Free street parking|Parking,4,steak house,1007,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Jack's Dogs,"1289 S Main St, Yreka, CA 96097",$1–10,Free parking lot|Free street parking,5,hot dog stand,38,1,10,5.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Rain Rock Casino Resort Hotel,"777 Casino Way, Yreka, CA 96097",,Free parking lot|Free street parking,3.9,restaurant,1319,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Miner Perk,"1573 S Main St, Yreka, CA 96097",$1–10,Free street parking,4.5,coffee shop,174,1,10,5.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Black Bear Diner Yreka,"1795 S Main St, Yreka, CA 96097",$10–20,Free parking lot|Free street parking|Parking,4.3,american restaurant,2847,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
McDonald's,"1806 Fort Jones Rd, Yreka, CA 96097",$1–10,Free parking lot|Free street parking|Parking,3.6,fast food restaurant,1401,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Taco Bell,"1804 Fort Jones Rd, Yreka, CA 96097",$1–10,Free parking lot|Free street parking|Parking,3.1,fast food restaurant,1054,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Linda's Soup Café,"1812 Fort Jones Rd, Yreka, CA 96097",$10–20,Free parking lot|Free street parking|Parking,4.5,soup restaurant,167,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Starbucks,"1805 Fort Jones Rd, Yreka, CA 96097",$1–10,Free parking lot|Free street parking,4.1,coffee shop,1002,1,10,5.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Papa Murphy's | Take 'N' Bake Pizza,"1818 Fort Jones Rd, Yreka, CA 96097",$,Free parking lot|Free street parking|Parking,4.3,pizza restaurant,401,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Carl’s Jr.,"1868 Fort Jones Rd, Yreka, CA 96097",$10–20,Free parking lot|Free street parking|Parking,3.7,fast food restaurant,588,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Wendy's,"1803 Fort Jones Rd, Yreka, CA 96097",$1–10,Free parking lot|Free street parking|Parking,2.1,fast food restaurant,62,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Chester's Chicken,"1801 Fort Jones Rd, Yreka, CA 96097",,Free parking lot|Free street parking,5,chicken restaurant,1,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Arby's,"1899 Fort Jones Rd, Yreka, CA 96097",$10–20,Free parking lot|Free street parking|Parking,3.5,fast food restaurant,191,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Tacostao,"108 W Oberlin Rd, Yreka, CA 96097",$10–20,Free parking lot|Free street parking,4.3,mexican restaurant,48,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Smoked Tomato Pie,"106 Ranch Ln Suite D, Yreka, CA 96097",$10–20,Free parking lot|Free street parking|Parking,4.7,pizza restaurant,317,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Pupuseria La Paz,"1225 S Main St, Yreka, CA 96097",$10–20,Free parking lot|Free street parking|Parking,4.8,restaurant,123,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yreka,CA,96097
Subway,"86 N Weed Blvd, Weed, CA 96094",$10–20,Free parking lot|Free street parking,4.1,sandwich shop,299,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Weed,CA,96094
Pizza Factory,"132 N Weed Blvd, Weed, CA 96094",$10–20,Free parking lot|On-site parking|Parking,4,pizza restaurant,677,10,20,15,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Weed,CA,96094
Asian American Barbecue,"10 N Weed Blvd, Weed, CA 96094",$20–30,Free parking lot|Free street parking|Parking,4.4,barbecue restaurant,420,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Weed,CA,96094
Hi-Lo Café,"88 S Weed Blvd #2607, Weed, CA 96094",$10–20,Free parking lot|Free street parking|Parking,4.3,cafe,2275,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Weed,CA,96094
Taste-tea,"55 N Weed Blvd Suite A, Weed, CA 96094",,Free street parking,,asian restaurant,0,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Weed,CA,96094
Lily's Thai Cafe,"55 N Weed Blvd Ste B, Weed, CA 96094",$10–20,Free parking lot|Free street parking,4.7,thai restaurant,30,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Weed,CA,96094
Lao'Der Phet's Kitchen farm to table style,"284 Main St, Weed, CA 96094",$10–20,Free parking lot|Free street parking|Parking,4.5,restaurant,248,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Weed,CA,96094
Mt Hebron General Store,"1934 Main St, Macdoel, CA 96058",,Free parking lot|Free street parking,4.6,restaurant,35,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Macdoel,CA,96058
El Tapatio,"400 S Butte St, Dorris, CA 96023",$1–10,Free parking lot|Free street parking|Parking,4.1,mexican restaurant,349,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Dorris,CA,96023
El Ranchito,"117 S Main St, Dorris, CA 96023",$10–20,Free parking lot|Free street parking|Parking,4.6,mexican restaurant,336,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Dorris,CA,96023
Coopers Chicken,"41501 US-97, Macdoel, CA 96058",,,,restaurant,0,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Macdoel,CA,96058
Partners Deli and Arcade,"63906 CA-96, Happy Camp, CA 96039",$10–20,Free parking lot|Free street parking,4.4,restaurant,22,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Happy Camp,CA,96039
Pizza House,"63801 CA-96, Happy Camp, CA 96039",$10–20,Free parking lot|Free street parking|Parking,4.4,pizza restaurant,205,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Happy Camp,CA,96039
Log Cabin Diner,"301 CA-169, Klamath, CA 95548",$10–20,Free parking lot|Parking,4.7,diner,554,10,20,15,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Klamath,CA,95548
Klamath's Camper Corral,"18151 US-101 Exit 169, Klamath, CA 95548",,On-site parking,4.4,rv park,212,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Klamath,CA,95548
Crivelli's Bar,"4100 CA-169, Klamath, CA 95548",,,3.6,bar & grill,25,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Klamath,CA,95548
Willow Line taproom,"330 Terwer Riffle Rd, Klamath, CA 95548",$10–20,Free parking lot|Free street parking|Parking,4.9,restaurant,62,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Klamath,CA,95548
Big Red Barn,"18151 US-101, Klamath, CA 95548",,On-site parking,3.7,event venue,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Klamath,CA,95548
The Smokin' Grill,"18151 Hwy 101 Hwy, Klamath, CA 95548",$10–20,,4.7,hamburger restaurant,7,10,20,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Klamath,CA,95548
Kamp Klamath RV Park,"1661 Klamath Beach Rd, Klamath, CA 95548",,On-site parking,4.5,rv park,555,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Klamath,CA,95548
Chester's Chicken ~ Pem-Mey Express,"125 Ehlers Ave, Klamath, CA 95548",,Free parking lot|Free street parking,3.6,chicken restaurant,22,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Klamath,CA,95548
Abalone Bar and Grill,"171 Klamath Blvd, Klamath, CA 95548",$10–20,Free parking lot|Free street parking|Parking,3.7,bar & grill,110,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Klamath,CA,95548
Holiday Inn Express Klamath - Redwood Ntl Park Area by IHG,"171 Klamath Blvd, Klamath, CA 95548",,,4.2,hotel,832,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Klamath,CA,95548
Redwood Hotel and Casino,"171 Klamath Blvd, Klamath, CA 95548",,,4,hotel,397,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Klamath,CA,95548
Burgers,"156 Klamath Blvd, Klamath, CA 95548",$10–20,Free parking lot|Free street parking,4.5,hamburger restaurant,63,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Klamath,CA,95548
Country Club Bar and Grill,"156 Klamath Blvd, Klamath, CA 95548",$10–20,Free parking lot|Free street parking|Parking,4.5,american restaurant,192,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Klamath,CA,95548
Ravenwood Motel,"151 Klamath Blvd, Klamath, CA 95548",,,4.2,motel,76,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Klamath,CA,95548
Blue Ox Cafe,"15499 US-101, Klamath, CA 95548",$20–30,Free parking lot|Parking,4,restaurant,26,20,30,25,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Klamath,CA,95548
Woodland Villa Cabins - Restaurant - Market,"15870 US-101 N, Klamath, CA 95548",,Free parking lot|Free street parking,4.3,restaurant,253,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Klamath,CA,95548
Port O'Pints Brewing Co.,"1215 Northcrest Dr, Crescent City, CA 95531",$10–20,Free parking lot|Free street parking|Parking,4.6,restaurant,387,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Crescent City,CA,95531
Cazadores,"1461 Northcrest Dr, Crescent City, CA 95531",$10–20,Free parking lot|Free street parking|Parking,4.3,mexican restaurant,720,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Crescent City,CA,95531
Far East,"1483 Northcrest Dr, Crescent City, CA 95531",$10–20,Free parking lot|Free street parking|Parking,4.2,chinese restaurant,420,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Crescent City,CA,95531
C C Diner & Ice Cream,"1319 Northcrest Dr, Crescent City, CA 95531",$10–20,Free parking lot|Free street parking|Parking,4.4,diner,1286,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Crescent City,CA,95531
Subway,"850 US-101, Crescent City, CA 95531",$10–20,Free parking lot|Free street parking,3.6,sandwich shop,200,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Crescent City,CA,95531
Pizza Hut,"875 Northcrest Dr, Crescent City, CA 95531",$,Free parking lot|Free street parking,3.5,pizza delivery,621,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Crescent City,CA,95531
Starbucks,"450 US-101, Crescent City, CA 95531",$1–10,Free parking lot|Free street parking|Parking,4,coffee shop,832,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Crescent City,CA,95531
Toreros Famosos,"400 US-101, Crescent City, CA 95531",$10–20,Free parking lot|Free street parking|Parking,4.2,mexican restaurant,535,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Crescent City,CA,95531
Java Hut,"437 US-101 N, Crescent City, CA 95531",$1–10,Free parking lot|Free street parking|Parking,4.6,espresso bar,653,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Crescent City,CA,95531
The Home Depot,"520 US-101, Crescent City, CA 95531",$,,4,home improvement store,989,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Crescent City,CA,95531
Swell coffee bar,"1443 Northcrest Dr, Crescent City, CA 95531",$1–10,Free parking lot|On-site parking|Parking,5,coffee shop,12,1,10,5.5,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Crescent City,CA,95531
Curry King Indian Restaurant-Crescent City,"1481 Northcrest Dr, Crescent City, CA 95531",$10–20,Free parking lot|Parking,4.2,indian restaurant,87,10,20,15,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Crescent City,CA,95531
Sally's by the Sea,"1070 - B US-101, Crescent City, CA 95531",$10–20,,4.7,bakery,238,10,20,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Crescent City,CA,95531
Redwood Curtain BBQ Co.,"1124 US-101, Crescent City, CA 95531",$10–20,Free parking lot|Free street parking|Parking,4.7,restaurant,109,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Crescent City,CA,95531
Art's BBQ,"132 E Washington Blvd, Crescent City, CA 95531",$10–20,Free parking lot|Free street parking|Parking,4.8,barbecue restaurant,573,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Crescent City,CA,95531
